cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
376,772,16,2016-02-23 21:43:40 UTC,0.0081,132611.8952,249769.01,117157.1148,3184.553587,51,0,Aprovada
1715,874,33,2016-02-20 17:55:53 UTC,0.0233,1851.546695,2551.3,699.7533053,47.9308408,100,0,Em Análise
1791,150,84,2016-02-20 10:19:34 UTC,0.0148,12435.57528,20470.95,8035.374716,328.204587,56,0,Enviada
1124,144,41,2016-02-18 07:47:02 UTC,0.0226,3067.281234,4776.17,1708.888766,172.4780008,23,5,Enviada
1822,553,65,2016-02-15 00:01:02 UTC,0.0208,103721.6125,135291.33,31569.71755,2380.506307,115,6,Enviada
1388,651,95,2016-02-12 19:39:52 UTC,0.0226,53598.77014,67640.63,14041.85986,1384.58548,93,0,Enviada
845,261,95,2016-02-10 19:00:41 UTC,0.0113,111264.3955,159029.1,47764.70449,1748.430101,113,6,Enviada
1859,506,30,2016-02-10 09:05:00 UTC,0.0182,102314.9175,179501.93,77187.01247,4830.159063,27,5,Enviada
1231,674,97,2016-02-07 20:39:14 UTC,0.0242,38157.02859,65989.6,27832.57141,6908.884456,6,4,Validação dos Documentos
482,512,66,2016-02-07 08:24:49 UTC,0.0092,11079.02919,20365.44,9286.410809,219.8943816,68,4,Enviada
509,846,67,2016-02-03 18:04:11 UTC,0.019,16784.99382,30270.81,13485.81618,489.5345217,56,1,Enviada
1093,53,37,2016-02-03 09:45:56 UTC,0.0144,22818.67419,33318.64,10499.96581,692.5152953,45,5,Aprovada
1264,187,63,2016-02-03 03:32:06 UTC,0.0244,131337.583,221227,89889.41701,7294.866486,24,4,Enviada
748,65,54,2016-02-01 04:21:11 UTC,0.0236,50208.06399,82757.84,32549.77601,3309.66464,19,5,Aprovada
1782,405,76,2016-01-31 22:25:09 UTC,0.0237,58212.60711,71195.86,12983.25289,1508.593881,105,6,Em Análise
54,261,53,2016-01-30 14:30:43 UTC,0.0182,72148.09814,133986.48,61838.38186,1490.528811,118,6,Enviada
768,144,1,2016-01-28 03:50:17 UTC,0.0246,77445.59469,119795.73,42350.13531,2066.214509,105,3,Em Análise
1727,964,84,2016-01-26 18:02:16 UTC,0.0236,103497.5576,122189.85,18692.29243,10792.90232,11,2,Enviada
261,834,89,2016-01-25 13:09:28 UTC,0.015,149379.2797,205863.25,56483.9703,7209.55998,25,3,Em Análise
950,805,41,2016-01-25 10:11:55 UTC,0.0114,65047.88967,120998.7,55950.81033,1329.2394,72,6,Em Análise
1977,795,14,2016-01-23 19:08:53 UTC,0.0246,149018.7054,238371.53,89352.82462,7826.383937,26,4,Aprovada
536,595,88,2016-01-20 22:09:25 UTC,0.0168,54151.64134,105985.92,51834.27866,2255.315612,31,4,Aprovada
371,294,34,2016-01-18 09:17:32 UTC,0.0225,18580.96111,24331.13,5750.168889,901.6457938,28,0,Validação dos Documentos
1913,699,94,2016-01-16 04:12:58 UTC,0.021,33977.576,67827.46,33849.884,1207.651827,43,2,Aprovada
1131,339,75,2016-01-14 03:23:35 UTC,0.0204,156131.7121,202085.57,45953.85793,5196.488786,47,6,Em Análise
615,292,39,2016-01-13 07:15:42 UTC,0.0118,105203.1992,130136.29,24933.09083,2121.532121,75,3,Aprovada
594,33,88,2016-01-12 14:52:18 UTC,0.0223,85889.8286,127405.31,41515.4814,4518.994065,25,5,Validação dos Documentos
1471,196,77,2016-01-09 21:54:53 UTC,0.0088,162995.5192,232447.69,69452.17077,7859.148976,23,5,Validação dos Documentos
344,321,30,2016-01-08 13:45:59 UTC,0.0084,106031.5539,131782.86,25751.30606,1613.432092,96,2,Aprovada
478,551,12,2016-01-06 08:08:03 UTC,0.0223,80871.2808,113384.93,32513.6492,2038.15359,98,3,Enviada
501,392,44,2016-01-06 01:44:45 UTC,0.0156,57012.82958,85488.95,28476.12042,1244.621683,81,1,Aprovada
557,491,91,2016-01-05 16:12:40 UTC,0.0109,61066.32113,118844.09,57777.76887,1263.755563,69,5,Enviada
402,381,71,2016-01-03 21:46:32 UTC,0.0249,149254.428,187154.59,37900.16203,4093.092884,97,2,Enviada
1618,463,17,2016-01-02 20:36:12 UTC,0.0211,91289.02141,108764.32,17475.29859,2233.446534,95,2,Em Análise
240,898,64,2016-01-02 01:08:56 UTC,0.0154,83719.70538,156962.58,73242.87462,1725.323303,90,1,Em Análise
1326,904,19,2016-01-01 03:17:54 UTC,0.0231,25485.40227,37107.3,11621.89773,771.8041115,63,2,Em Análise
1635,309,45,2016-01-01 02:48:16 UTC,0.0174,124807.587,156702.31,31894.72299,2767.828624,89,1,Enviada
101,827,9,2015-12-29 15:40:59 UTC,0.0179,23780.28466,38218.77,14438.48534,516.4304741,98,3,Aprovada
1958,643,6,2015-12-28 22:10:38 UTC,0.0091,158198.8663,190935.6,32736.73366,2975.519749,73,1,Aprovada
1628,692,90,2015-12-23 21:17:21 UTC,0.0151,49577.63664,95954.47,46376.83336,2567.556282,23,5,Enviada
908,167,13,2015-12-22 08:10:11 UTC,0.0211,36978.98759,51063.39,14084.40241,1101.627475,59,1,Em Análise
1366,873,20,2015-12-20 17:55:07 UTC,0.0151,70207.37231,86108.79,15901.41769,1359.306703,101,0,Aprovada
79,114,57,2015-12-17 15:37:23 UTC,0.0107,87239.71308,123207.06,35967.34692,1591.266399,83,2,Enviada
1325,769,65,2015-12-14 14:03:55 UTC,0.0206,25004.74847,46782.48,21777.73153,1289.793272,25,0,Em Análise
1923,283,17,2015-12-08 22:10:31 UTC,0.0122,90461.32181,123554.84,33093.51819,3833.410055,28,4,Aprovada
1013,410,29,2015-12-06 17:09:10 UTC,0.0175,90568.69925,173506.78,82938.08075,3482.44031,35,5,Em Análise
621,747,95,2015-11-29 21:05:22 UTC,0.0222,111276.0644,180089.89,68813.82555,3093.003644,73,6,Em Análise
757,760,81,2015-11-26 10:08:54 UTC,0.0092,48837.35572,96935.61,48098.25428,778.4250209,94,1,Enviada
1664,805,99,2015-11-24 23:41:06 UTC,0.0206,148664.9105,209612.6,60947.68951,5245.012242,43,6,Enviada
546,44,89,2015-11-24 15:04:30 UTC,0.0226,110891.7498,177956.23,67064.48022,8336.35611,16,3,Validação dos Documentos
778,452,51,2015-11-24 05:43:38 UTC,0.0248,107064.7093,137822.99,30758.28072,4990.395427,31,3,Validação dos Documentos
1546,579,94,2015-11-21 19:02:10 UTC,0.0175,5799.397667,10184.94,4385.542333,1221.477399,5,0,Enviada
1956,336,10,2015-11-20 19:09:20 UTC,0.0165,62196.84847,81395.72,19198.87153,2031.153749,43,2,Enviada
747,403,31,2015-11-17 08:52:56 UTC,0.0178,36091.20713,71462.4,35371.19287,730.3310361,120,2,Em Análise
1221,833,65,2015-11-16 03:13:32 UTC,0.012,148787.5773,212724.26,63936.68273,3492.958786,60,4,Enviada
506,742,94,2015-11-14 07:28:00 UTC,0.0205,49202.42219,68158.82,18956.39781,1141.477247,106,0,Aprovada
1519,557,80,2015-11-12 04:30:36 UTC,0.025,125084.2641,164040.07,38955.8059,3316.198137,116,2,Aprovada
1339,429,15,2015-11-10 13:13:00 UTC,0.0194,36926.12863,44548.77,7622.641367,996.8298491,66,0,Enviada
497,763,83,2015-11-09 14:36:16 UTC,0.0153,94763.22304,161314.83,66551.60696,4070.60272,29,2,Em Análise
999,104,73,2015-11-08 19:24:08 UTC,0.0249,28303.16189,53128.03,24824.86811,1079.731838,43,1,Validação dos Documentos
856,503,83,2015-11-08 15:19:00 UTC,0.0147,176083.6725,220829.65,44745.97748,4532.826192,58,1,Aprovada
428,737,31,2015-11-08 04:06:23 UTC,0.0219,102033.6751,167087.88,65054.20485,4374.934952,33,3,Enviada
167,388,59,2015-11-06 09:02:27 UTC,0.0209,33766.85578,62728.89,28962.03422,984.4910674,61,2,Em Análise
657,782,59,2015-11-04 16:57:19 UTC,0.0158,100683.1781,172385.57,71702.39188,1963.494355,106,4,Validação dos Documentos
494,745,37,2015-11-03 08:31:45 UTC,0.0099,77031.16908,124517.06,47485.89092,1246.90203,96,1,Validação dos Documentos
832,30,83,2015-11-02 14:38:39 UTC,0.0229,58703.79661,116526.02,57822.22339,1671.806212,72,2,Validação dos Documentos
773,853,35,2015-10-30 01:22:06 UTC,0.0152,52439.14542,98620.47,46181.32458,964.7312367,116,1,Aprovada
1224,304,64,2015-10-28 18:05:21 UTC,0.0231,113166.506,203313.53,90147.02402,2903.327059,101,2,Enviada
1834,268,39,2015-10-28 16:09:35 UTC,0.0113,108807.5146,130524.11,21716.59541,1821.752536,100,3,Aprovada
743,511,32,2015-10-17 18:24:42 UTC,0.0116,147211.8602,200167.25,52955.38981,7938.930011,21,1,Validação dos Documentos
1906,350,82,2015-10-12 01:55:08 UTC,0.0158,5461.498689,10688.21,5226.711311,102.6975682,117,3,Aprovada
416,342,2,2015-10-11 14:28:01 UTC,0.0187,112227.0451,215028.75,102801.7049,3156.675478,59,1,Enviada
1099,621,33,2015-10-10 19:35:33 UTC,0.0157,11569.13534,19598.82,8029.68466,258.2559301,78,3,Enviada
1486,48,14,2015-10-10 08:34:37 UTC,0.0226,77772.97064,113222.4,35449.42936,79530.63977,1,0,Em Análise
928,859,94,2015-10-08 05:56:25 UTC,0.023,44984.13855,87246.07,42261.93145,1150.350602,101,6,Em Análise
1461,606,41,2015-10-07 18:41:47 UTC,0.0107,49796.93167,78784.47,28987.53833,25298.79508,2,1,Aprovada
1566,648,4,2015-10-07 14:06:02 UTC,0.0165,15578.90521,30167.01,14588.10479,4056.69827,4,4,Enviada
995,691,37,2015-10-06 21:20:05 UTC,0.0171,38630.9342,75077.5,36446.5658,950.7225533,70,0,Aprovada
154,483,93,2015-10-03 20:23:11 UTC,0.024,12881.78247,23821.87,10940.08753,348.4799018,92,0,Validação dos Documentos
1810,191,97,2015-10-01 13:51:28 UTC,0.0086,60684.4783,93439.38,32754.9017,1071.125041,78,6,Aprovada
694,532,47,2015-09-30 08:08:24 UTC,0.01,9563.20038,11449.02,1885.81962,9658.832384,1,3,Em Análise
1922,252,23,2015-09-25 17:06:36 UTC,0.0119,41283.32467,67822.99,26539.66533,697.5156989,103,6,Em Análise
98,287,81,2015-09-19 07:30:25 UTC,0.0085,34476.8856,51516.23,17039.3444,530.4098837,95,0,Enviada
906,787,10,2015-09-17 07:18:09 UTC,0.0157,106954.1549,183309.59,76355.43513,2471.989161,73,4,Enviada
770,944,21,2015-09-14 16:29:25 UTC,0.0218,41278.79379,67154.45,25875.65621,1636.910138,37,5,Validação dos Documentos
170,23,51,2015-09-14 03:02:11 UTC,0.0187,76505.06681,94013.94,17508.87319,16170.00103,5,2,Enviada
1280,341,71,2015-09-11 09:48:08 UTC,0.0098,41313.91733,57927.35,16613.43267,600.516443,115,0,Aprovada
1951,48,9,2015-09-09 22:13:42 UTC,0.0187,119479.8938,168946.42,49466.52624,2541.784415,114,4,Em Análise
108,322,31,2015-09-09 21:35:42 UTC,0.0236,16522.42014,25092.26,8569.839858,882.4718834,25,5,Em Análise
235,822,9,2015-09-07 13:21:59 UTC,0.0249,84777.07352,126949.86,42172.78648,3533.072667,37,5,Em Análise
152,569,4,2015-09-03 17:27:44 UTC,0.01,102555.0781,151511.08,48956.00193,5683.121945,20,2,Aprovada
1757,83,52,2015-09-02 22:18:36 UTC,0.0237,32836.09729,53486.63,20650.53271,1242.941817,42,2,Enviada
24,924,69,2015-09-02 00:42:44 UTC,0.0181,41488.45781,76889.12,35400.66219,1099.889301,64,6,Aprovada
718,8,20,2015-08-31 17:07:51 UTC,0.0198,2441.852074,4169.5,1727.647926,53.7724771,117,5,Aprovada
229,84,27,2015-08-30 05:42:17 UTC,0.0237,118458.2382,228609.83,110151.5918,3427.413881,73,2,Aprovada
1198,288,55,2015-08-27 08:08:58 UTC,0.02,53603.49687,101218.96,47615.46313,3575.465924,18,0,Enviada
1440,22,37,2015-08-25 06:44:30 UTC,0.018,119168.4371,150234.62,31066.18291,8199.45452,17,5,Aprovada
1102,991,78,2015-08-25 05:10:22 UTC,0.0227,58849.50187,96878.29,38028.78813,1479.168093,104,5,Aprovada
1203,788,81,2015-08-24 19:26:44 UTC,0.019,15672.88857,31093.89,15421.00143,643.6412878,33,3,Validação dos Documentos
774,322,88,2015-08-24 16:05:12 UTC,0.01,1996.460752,3976.2,1979.739248,36.07962216,81,4,Validação dos Documentos
1529,64,10,2015-08-24 13:23:03 UTC,0.0172,125748.1304,228795.46,103047.3296,2756.968737,90,4,Aprovada
1289,727,89,2015-08-19 08:01:47 UTC,0.0097,112400.3914,143072.18,30671.78862,2116.283001,75,4,Aprovada
1876,769,31,2015-08-19 02:41:58 UTC,0.0082,74808.23512,91810.14,17001.90488,1012.53071,114,1,Enviada
384,521,67,2015-08-17 20:53:25 UTC,0.0165,126905.4329,198751.32,71845.88709,3747.175971,50,1,Validação dos Documentos
1466,105,18,2015-08-16 04:19:44 UTC,0.0182,101145.6179,194336.22,93190.60207,2263.88583,93,1,Enviada
1200,496,19,2015-08-15 04:40:56 UTC,0.0189,10287.98443,13308.56,3020.575569,224.1082287,108,1,Aprovada
383,805,89,2015-08-14 18:21:44 UTC,0.0211,98749.19596,157298.85,58549.65404,2941.801127,59,5,Enviada
522,406,69,2015-08-13 20:46:27 UTC,0.0145,16451.6061,32541.69,16090.0839,996.8412513,19,0,Enviada
164,59,10,2015-08-04 08:33:35 UTC,0.0213,71884.50752,123637.15,51752.64248,2299.753571,52,6,Aprovada
1018,840,45,2015-08-01 15:02:58 UTC,0.0248,122930.6713,175352.43,52421.75872,12906.24501,11,5,Validação dos Documentos
468,961,37,2015-07-31 09:42:43 UTC,0.025,111860.2113,209814.23,97954.01873,3382.417851,71,4,Validação dos Documentos
871,204,61,2015-07-24 17:40:27 UTC,0.0112,111999.0361,141174.23,29175.1939,4989.156348,26,5,Validação dos Documentos
25,728,99,2015-07-14 17:59:21 UTC,0.0116,116949.0496,174504.44,57555.39036,4395.747059,32,5,Em Análise
752,974,74,2015-07-11 10:28:37 UTC,0.0208,67476.93209,83197.19,15720.25791,1646.17866,93,4,Em Análise
1897,443,66,2015-07-11 06:06:25 UTC,0.0247,116292.9207,218389.28,102096.3593,119165.3559,1,4,Em Análise
277,272,74,2015-07-10 08:49:03 UTC,0.0221,95979.21359,113745.23,17766.01641,25335.00393,4,3,Em Análise
246,247,68,2015-07-06 17:09:44 UTC,0.0196,24942.04002,32209.2,7267.159975,1739.361133,17,5,Aprovada
1629,989,10,2015-07-04 06:01:40 UTC,0.0111,93795.28681,147038.79,53243.50319,1517.181335,105,5,Aprovada
711,713,61,2015-07-03 01:29:26 UTC,0.0194,103711.2813,122856.12,19144.83875,35920.35001,3,0,Aprovada
1199,454,38,2015-07-03 00:57:37 UTC,0.0234,153068.1841,186991.14,33922.95594,156649.9796,1,5,Aprovada
203,548,53,2015-06-23 18:00:23 UTC,0.0239,32485.40899,43035.43,10550.02101,830.0064183,116,2,Aprovada
734,928,50,2015-06-22 04:01:44 UTC,0.0126,99998.0756,170949.08,70951.0044,17409.00018,6,4,Em Análise
315,183,42,2015-06-16 13:55:34 UTC,0.0153,137071.42,165345.14,28273.72004,3748.043166,54,5,Validação dos Documentos
30,597,34,2015-06-12 18:00:04 UTC,0.0198,6994.271001,12559.56,5565.288999,660.5633567,12,0,Aprovada
443,37,80,2015-06-09 21:45:29 UTC,0.0215,58014.12035,87004.94,28990.81965,1352.639786,120,2,Em Análise
1219,999,73,2015-06-07 07:19:10 UTC,0.0247,58949.5698,83283.82,24334.2502,2025.590668,52,4,Enviada
418,53,54,2015-06-06 09:13:32 UTC,0.0145,39243.67884,55878.5,16634.82116,705.7873322,114,0,Enviada
1975,643,27,2015-06-05 05:54:51 UTC,0.0182,100319.0647,180144.45,79825.3853,26231.1855,4,5,Enviada
1319,960,12,2015-06-04 14:54:22 UTC,0.0193,31979.26278,38086.4,6107.137221,5695.644402,6,4,Em Análise
1751,109,49,2015-05-31 07:00:45 UTC,0.018,4285.805191,7194.61,2908.804809,120.8637422,57,5,Validação dos Documentos
583,600,29,2015-05-30 13:10:27 UTC,0.015,91583.78786,119903.6,28319.81214,2157.744234,68,4,Validação dos Documentos
939,213,7,2015-05-29 00:59:18 UTC,0.0165,14734.1548,25810.81,11076.6552,377.8833784,63,4,Em Análise
952,40,48,2015-05-28 01:04:06 UTC,0.0169,87516.60126,121981.1,34464.49874,2403.816487,57,5,Aprovada
1809,836,90,2015-05-27 20:56:31 UTC,0.0216,63240.40562,81591.1,18350.69438,1503.262841,112,3,Enviada
38,427,27,2015-05-25 01:27:11 UTC,0.0103,35423.99852,56750.68,21326.68148,559.6359061,103,3,Validação dos Documentos
663,498,63,2015-05-24 02:17:25 UTC,0.0249,165367.6477,247848.06,82480.41228,12657.13907,16,1,Validação dos Documentos
1832,948,37,2015-05-21 02:12:40 UTC,0.0203,41083.98673,60138.63,19054.64327,2881.853294,17,6,Validação dos Documentos
126,881,100,2015-05-19 15:45:09 UTC,0.0207,64165.87068,102698.22,38532.34932,1596.846646,87,3,Aprovada
1151,200,58,2015-05-19 07:38:06 UTC,0.023,41882.61467,55429.71,13547.09533,1523.442021,44,1,Validação dos Documentos
1710,483,66,2015-05-16 08:45:18 UTC,0.0128,107807.3138,215518.86,107711.5462,1763.152337,120,3,Validação dos Documentos
1248,935,31,2015-05-13 21:11:25 UTC,0.0245,106501.4934,154995.51,48494.01656,3061.67813,79,3,Em Análise
143,519,35,2015-05-10 13:26:19 UTC,0.0124,69325.85305,101029.22,31703.36695,2511.360629,34,4,Validação dos Documentos
1276,994,69,2015-05-07 06:06:48 UTC,0.0094,72251.22886,106995.24,34744.01114,1712.318658,54,6,Em Análise
487,635,11,2015-05-05 18:40:19 UTC,0.0182,13134.52746,20036.49,6901.962538,355.1189728,62,4,Enviada
1015,120,52,2015-05-04 11:35:01 UTC,0.0124,75962.66987,112835.8,36873.13013,3227.738999,28,3,Validação dos Documentos
1175,230,22,2015-05-01 17:02:44 UTC,0.0207,26189.27128,41339.86,15150.58872,600.1805643,114,0,Aprovada
1035,702,43,2015-04-30 14:52:51 UTC,0.0082,33306.61747,59682.83,26376.21253,455.6877617,112,5,Em Análise
1042,275,18,2015-04-28 08:26:36 UTC,0.0118,29483.42592,38574.48,9091.054082,1206.452721,29,2,Validação dos Documentos
426,231,37,2015-04-25 03:25:28 UTC,0.0167,44141.84119,62490.81,18348.96881,929.9928803,95,2,Em Análise
1293,330,25,2015-04-24 06:07:03 UTC,0.0165,104671.5301,208308.58,103637.0499,2097.112038,106,5,Validação dos Documentos
1818,807,43,2015-04-22 15:43:04 UTC,0.0234,99051.99054,173346.11,74294.11946,13720.43318,8,2,Enviada
835,61,46,2015-04-20 13:34:13 UTC,0.0234,53345.21553,70172.13,16826.91447,1616.016865,64,6,Em Análise
579,407,73,2015-04-19 23:00:07 UTC,0.0115,90329.7304,156474.35,66144.6196,2196.739354,56,2,Validação dos Documentos
668,544,56,2015-04-19 01:41:35 UTC,0.0141,52272.92295,88117.9,35844.97705,6955.475917,8,5,Aprovada
1128,331,78,2015-04-13 18:35:01 UTC,0.015,56316.19761,69678.1,13361.90239,1020.944235,118,1,Aprovada
1563,624,85,2015-04-13 12:39:18 UTC,0.0158,100596.5381,121817.81,21221.27187,2690.278279,57,3,Enviada
1147,853,56,2015-04-13 04:42:04 UTC,0.0242,43718.4515,67193.24,23474.7885,4574.460078,11,3,Em Análise
11,706,23,2015-04-12 04:33:31 UTC,0.0178,7450.559732,11583.22,4132.660268,152.2911659,116,1,Em Análise
1506,967,67,2015-04-10 01:24:20 UTC,0.0164,21632.98833,31454.17,9821.181673,1548.1954,16,0,Validação dos Documentos
483,28,17,2015-04-03 04:34:11 UTC,0.0106,13056.93583,18009.22,4952.284173,285.1570779,63,3,Enviada
1732,897,59,2015-04-01 00:18:46 UTC,0.0099,127680.7585,163284.53,35603.77155,3881.214417,40,5,Enviada
161,602,81,2015-03-29 02:21:30 UTC,0.0214,170214.6209,210891.78,40677.15913,3954.16016,120,0,Em Análise
1706,790,71,2015-03-28 23:40:51 UTC,0.0186,89739.30161,140752.04,51012.73839,2920.045674,46,1,Validação dos Documentos
298,475,46,2015-03-28 08:52:15 UTC,0.0128,81338.80661,115991.17,34652.36339,1782.10173,69,4,Validação dos Documentos
463,427,95,2015-03-26 20:28:29 UTC,0.0118,183196.5039,241832.66,58636.15607,21574.90284,9,4,Validação dos Documentos
608,765,18,2015-03-23 18:00:36 UTC,0.0212,37628.0317,45367.34,7739.308298,1362.053654,42,0,Aprovada
1446,295,93,2015-03-19 03:08:29 UTC,0.0088,143932.3877,234909.33,90976.94233,4916.603505,34,6,Validação dos Documentos
348,62,61,2015-03-14 22:57:41 UTC,0.0093,160774.2815,215036.91,54262.6285,2447.074501,102,2,Aprovada
1579,243,24,2015-03-12 19:56:53 UTC,0.0152,52774.41524,67777.71,15003.29476,1875.353905,37,5,Enviada
777,914,38,2015-03-12 17:02:22 UTC,0.0185,38545.15766,57307.1,18761.94234,861.3017764,96,4,Em Análise
498,930,70,2015-03-10 14:20:42 UTC,0.0196,80208.7918,123827.47,43618.6782,1936.98086,86,1,Enviada
1837,341,1,2015-03-07 05:40:35 UTC,0.0138,161162.2885,228485.39,67323.10146,3701.832282,67,6,Aprovada
1302,867,46,2015-03-01 19:34:29 UTC,0.0249,34420.33255,65887.59,31467.25745,1081.058957,64,6,Em Análise
4,454,92,2015-02-28 17:16:17 UTC,0.022,159503.5503,230634.56,71131.00965,5179.585631,52,6,Enviada
163,351,39,2015-02-24 17:31:12 UTC,0.0212,42111.0777,64496.04,22384.9623,1037.101024,94,0,Em Análise
817,974,62,2015-02-23 09:09:08 UTC,0.0169,37342.06588,46838.35,9496.284123,1157.748525,47,1,Validação dos Documentos
132,38,78,2015-02-23 03:32:57 UTC,0.0108,40526.31449,53534.35,13008.03551,1796.122116,26,6,Enviada
1786,683,90,2015-02-22 07:56:32 UTC,0.0114,31116.06068,42654.46,11538.39932,514.9317018,103,6,Validação dos Documentos
1558,705,3,2015-02-20 09:56:21 UTC,0.0219,34984.63798,41769.25,6784.612024,884.0599911,93,4,Validação dos Documentos
1482,38,97,2015-02-16 15:56:08 UTC,0.0087,8105.081655,15004.54,6899.458345,144.8658026,77,1,Enviada
1495,995,57,2015-02-15 19:55:55 UTC,0.0105,147908.1008,234745.56,86837.45923,10709.00432,15,4,Aprovada
1059,664,20,2015-02-13 08:23:23 UTC,0.013,130742.0217,241005.07,110263.0483,7465.871642,20,1,Aprovada
1894,850,40,2015-02-11 17:48:22 UTC,0.0184,15592.70382,19794.48,4201.776183,337.5905389,104,6,Aprovada
1957,101,75,2015-02-10 13:50:10 UTC,0.0188,175583.4653,211606.04,36022.57466,3833.248654,106,0,Aprovada
919,860,83,2015-02-07 12:47:27 UTC,0.0177,135570.1958,186453.35,50883.15419,12639.07341,12,1,Aprovada
1068,219,14,2015-02-04 07:48:16 UTC,0.0204,40254.62188,71168.65,30914.02812,1725.260683,32,4,Em Análise
307,749,45,2015-02-04 07:46:29 UTC,0.0127,71645.47739,102797.14,31151.66261,4712.349059,17,3,Em Análise
363,49,99,2015-02-01 16:20:11 UTC,0.0112,125315.8241,217409.12,92093.29588,2544.798182,72,5,Aprovada
1843,877,43,2015-01-31 12:45:59 UTC,0.0095,14591.99393,22214.07,7622.076071,320.1839199,60,6,Aprovada
1899,963,100,2015-01-31 03:13:39 UTC,0.0149,52742.83909,68446.29,15703.45091,1000.818005,104,0,Aprovada
331,936,82,2015-01-30 04:30:47 UTC,0.0193,147816.6408,192062.19,44245.54921,150669.502,1,1,Aprovada
1106,245,39,2015-01-26 02:42:19 UTC,0.0128,25582.19536,34251.82,8669.624644,426.1588512,115,4,Em Análise
1094,414,51,2015-01-22 16:32:59 UTC,0.0087,39981.22915,55367.03,15385.80085,1040.046645,47,6,Enviada
823,510,71,2015-01-18 14:10:10 UTC,0.0199,113077.1152,213904,100826.8848,2575.565619,105,0,Em Análise
1432,715,3,2015-01-17 06:59:11 UTC,0.0098,119988.9286,183409.96,63421.03139,1735.952517,116,0,Validação dos Documentos
1481,303,92,2015-01-16 08:00:35 UTC,0.0186,55585.78498,73368.85,17783.06502,1294.350436,87,6,Aprovada
1799,688,16,2015-01-14 05:30:39 UTC,0.0101,152770.3911,208553.81,55783.4189,2273.226143,113,2,Enviada
1101,968,82,2015-01-13 15:50:20 UTC,0.0131,94186.21589,138555.04,44368.82411,5907.751746,18,3,Validação dos Documentos
1833,236,14,2015-01-07 04:25:51 UTC,0.0203,57867.36744,106215.81,48348.44256,1369.7014,97,2,Validação dos Documentos
328,835,13,2015-01-06 09:04:26 UTC,0.0146,31142.43322,61877.24,30734.80678,602.3292893,97,1,Em Análise
1589,311,61,2015-01-05 12:26:37 UTC,0.0145,165366.8577,208017.36,42650.50234,4805.958365,48,0,Enviada
255,601,44,2014-12-31 15:09:28 UTC,0.0209,21103.62052,33450.01,12346.38948,484.109265,117,3,Em Análise
1267,682,90,2014-12-31 06:07:12 UTC,0.0197,92780.47646,134662.28,41881.80354,2563.222555,64,1,Aprovada
1584,322,72,2014-12-31 01:15:41 UTC,0.0203,35841.41749,64959.17,29117.75251,863.5058986,92,6,Validação dos Documentos
563,435,3,2014-12-29 06:35:43 UTC,0.0183,98018.24267,163214.64,65196.39733,3602.025841,38,5,Aprovada
287,841,80,2014-12-28 06:32:30 UTC,0.0103,23795.01984,38379.64,14584.62016,391.4587013,96,0,Validação dos Documentos
534,215,29,2014-12-24 23:44:31 UTC,0.0219,1493.20822,1923.68,430.4717798,142.8499129,12,2,Validação dos Documentos
491,193,49,2014-12-18 17:39:14 UTC,0.0153,69834.69002,126972.97,57138.27998,1335.561592,106,2,Enviada
39,715,78,2014-12-10 01:04:25 UTC,0.0225,149351.2602,178107.43,28756.16983,4162.596347,74,1,Enviada
1374,47,93,2014-12-08 02:44:46 UTC,0.0157,86709.30599,104296.15,17586.84401,1678.26076,107,5,Validação dos Documentos
550,129,59,2014-12-06 14:46:00 UTC,0.0206,133679.1367,249763.13,116083.9933,3515.567776,75,5,Enviada
352,249,5,2014-12-06 01:59:40 UTC,0.0093,27214.50862,33278.95,6064.441381,3166.177868,9,3,Enviada
157,432,87,2014-12-05 01:58:14 UTC,0.0163,34704.05266,61034.51,26330.45734,2047.361586,20,4,Enviada
1091,967,69,2014-12-02 17:51:49 UTC,0.0085,90643.9741,136585.04,45941.0659,1552.725689,81,4,Validação dos Documentos
1497,165,84,2014-11-29 20:29:45 UTC,0.0227,64909.0152,109554.72,44645.7048,1859.901248,70,4,Aprovada
381,36,34,2014-11-25 02:21:19 UTC,0.0115,26168.86595,32190.33,6021.464048,449.0627286,97,4,Enviada
842,917,36,2014-11-24 23:10:04 UTC,0.0198,85653.02793,109797.61,24144.58207,5453.0295,19,1,Em Análise
1394,226,85,2014-11-24 06:58:17 UTC,0.0128,24700.40619,42190.52,17490.11381,613.1261659,57,0,Em Análise
36,417,19,2014-11-23 10:33:37 UTC,0.0109,28777.1607,35598.9,6821.739299,584.2764164,71,4,Aprovada
1865,234,88,2014-11-19 05:30:19 UTC,0.0119,128592.6787,248405.95,119813.2713,3119.877453,57,4,Aprovada
1524,71,97,2014-11-15 02:36:18 UTC,0.0152,27295.89877,52005.89,24709.99123,530.5021274,101,5,Em Análise
1450,920,48,2014-11-09 01:19:32 UTC,0.014,3656.325401,4440.22,783.8945994,75.75455164,81,6,Validação dos Documentos
1689,816,33,2014-11-06 06:59:00 UTC,0.0122,101627.7944,124087.64,22459.84555,3759.543106,33,5,Validação dos Documentos
745,858,43,2014-10-29 21:51:49 UTC,0.0246,61551.75368,89339.63,27787.87632,1797.694027,76,6,Validação dos Documentos
